,Year,Brand,Name,Device,Form Factor,Architecture,Synthesis,Synthesis Details,Polyphony,Oscillators,Multitimbral,Keys,MIDI,Memory,Key type,Velocity,Aftertouch,Produced,Duration,Fame
161,1975,Korg,Korg - 900Ps Preset Synthesizer,Synth,Keys,Analog,Analog,VCO Preset,1,1,0,37,False,True,Keys,False,False,1975 - 1975,0,0.1985630118351978
162,1975,Elka,Elka - Rhapsody 610,Synth,Keys,Analog,Analog,VCO,4,4,0,61,False,True,Keys,False,False,1975 - 1980,5,0.33805466709459
163,1975,Ace Tone,Ace Tone - Ps-1000,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,,Keys,False,False,1975 - 1975,0,0.3565621422889014
164,1975,Farfisa,Farfisa - Syntorchestra,Synth,Keys,Analog,Analog,VCO Preset,1,2,2,37,False,True,Keys,False,False,1975 - 1978,3,0.1834982518920848
165,1975,Elka,Elka - Rhapsody 490,Synth,Keys,Analog,Analog,VCO,4,2,0,49,False,True,Keys,False,False,1975 - 1980,5,0.2818538792401277
166,1975,Ace Tone,Ace Tone - Fr-70,Drum,Desktop,Analog,Analog,VCO Preset,6,1,0,0,False,,,False,False,1975 - 1975,0,0.4318299919908813
167,1975,Crumar,Crumar - Multiman,Synth,Keys,Analog,Analog,VCO Preset,49,6,6,61,False,True,Keys,False,False,1975 - 1975,0,0.4178489818727997
168,1975,Korg,Korg - Synthe-Bass Sb-100,Synth,Keys,Analog,Analog,VCO,1,1,0,25,False,True,Keys,False,False,1975 - 1975,0,0.2440198812592425
169,1975,Korg,Korg - Maxi-Korg 800Dv,Synth,Keys,Analog,Analog,VCO,2,2,0,44,False,True,Keys,False,False,1975 - 1975,0,0.2337354990566944
170,1975,ARP,Arp - Axxe,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,,Keys,False,False,1975 - 1981,6,0.4296913903793897
171,1975,Chamberlin,Chamberlin - 20-30-40 Rhythmate,Drum,Sampler,Analog,Analog,Sample,0,0,0,0,False,,,False,False,1975 - 1980,5,0.2085885382676141
172,1975,Electronic Music Studios (EMS),Electronic Music Studios (Ems) - Synthi E Dke,Synth,Desktop,Analog,Analog,VCO,1,3,0,0,False,True,Keys,False,False,1975 - 1979,4,0.243979685180774
173,1975,ARP,Arp - Solina String Synthesizer,Synth,Keys,Analog,Analog,VCO Preset,16,7,0,49,False,,Keys,False,False,1975 - 1975,0,0.5522392969046843
174,1975,ARP,Arp - Omni 2,Synth,Keys,Analog,Analog,VCO Preset,49,4,0,49,False,True,Keys,False,False,1975 - 1981,6,0.376682714513836
175,1975,ARP,Arp - Little Brother,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,True,,False,False,1975 - 1977,2,0.7275229377421105
176,1975,Steiner-Parker,Steiner-Parker - Evi Electronic Valve Instrument,Misc,Breath controller,Analog,Analog,*,1,1,0,0,False,,,False,False,1975 - 1979,4,0.1510207731318245
177,1975,Fairlight CMI,Fairlight Cmi - Qasar M8 Cmi,Synth,Keys,Digital,Digital,Sample,8,8,0,73,False,True,Keys,False,False,1975 - 1975,0,0.2747518501961919
178,1975,Con Brio,Con Brio - Ads 100,Synth,Keys,Digital,Digital,"FM, PD",32,64,2,2x 61,False,True,Keys,False,False,1975 - 1980,5,0.2300195745019708
179,1975,Electronic Music Studios (EMS),Electronic Music Studios (Ems) - Vocoder 5000,Misc,Desktop,Miscellaneous,Vocoder,Vocoder,0,2,0,0,False,True,,False,False,1975 - 1980,5,0.1554603613600373
180,1975,Hohner,Hohner - Bass 3,Synth,Keys,Analog,Analog,VCO Preset,1,1,0,30,False,True,Keys,False,False,1975 - 1976,1,0.2923411719155951
181,1976,Crumar,Crumar - Compac-Synth,Synth,Keys,Analog,Analog,VCO,2,1,0,49,False,True,Keys,False,False,1976 - 1976,0,0.2136307670279235
182,1976,PPG,Ppg - 1002,Synth,Keys,Analog,Analog,VCO,1,2,0,49,False,,Keys,False,False,1976 - 1980,4,0.181110337352159
183,1976,Univox,Univox - Sr-120,Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1976 - 1976,0,0.3358345129280847
184,1976,Octave,Octave - The Cat,Synth,Keys,Analog,Analog,VCO,2,2,0,37,False,True,Keys,False,False,1976 - 1977,1,0.4689068532745411
185,1976,Steiner-Parker,Steiner-Parker - Synthacon Ii,Synth,Keys,Analog,Analog,VCO,2,3,1,49,False,True,Keys,False,False,1976 - 1977,1,0.2110387385350016
186,1976,RSF,Rsf - Modular Model 11,Synth,Keys,Analog,Analog,VCO,1,3,0,61,False,True,Keys,False,False,1976 - 1976,0,0.2096134914012419
187,1976,Roland,Roland - Sh-5,Synth,Keys,Analog,Analog,VCO,1,2,0,44,False,True,Keys,False,False,1976 - 1981,5,0.388413743957415
188,1976,Roland,Roland - Rs-202,Synth,Keys,Analog,Analog,VCO Preset,61,61,3,61,False,True,Keys,False,False,1976 - 1976,0,0.5792132462240619
189,1976,Stramp,Stramp - Synchanger 2 4000,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,,False,False,1976 - 1976,0,0.1983819739102131
190,1976,Steiner-Parker,Steiner-Parker - Multiphonic Keyboard,Misc,Keys,Miscellaneous,Controller,Controller,0,0,1,0,False,,Keys,False,False,1976 - 1979,3,0.1830579991207338
191,1976,Korg,Korg - Minipops 35 (Mp-35),Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1976 - 1976,0,0.4719530808631119
192,1976,Korg,Korg - Pe-2000 K-5,Synth,Keys,Analog,Analog,VCO,48,3,0,48,False,True,Keys,False,False,1976 - 1979,3,0.4371839511622029
193,1976,PPG,Ppg - 1020,Synth,Keys,Analog,Analog,DCO,1,2,0,49,False,,Keys,False,False,1976 - 1980,4,0.1547016797253967
194,1976,Hillwood,Hillwood - St-303,Synth,Keys,Analog,Analog,VCO,61,2,2,61,False,,Keys,False,False,1976 - 1979,3,0.08693612284889
195,1976,Multivox,Multivox - Mx-202,Synth,Keys,Analog,Analog,VCO Preset,61,1,3,61,False,True,Keys,False,False,1976 - 1976,0,0.579471503702978
196,1976,Elka,Elka - Drummer One,Drum,Desktop,Analog,Analog,VCO Preset,9,1,0,0,False,,,False,False,1976 - 1976,0,0.2070842362903548
197,1976,Electronic Music Laboratories (EML),Electronic Music Laboratories (Eml) - Synkey,Synth,Keys,Analog,Analog,VCO,1,13,0,44,False,True,Keys,False,False,1976 - 1984,8,0.4484824085519115
198,1976,Jen Electronics,Jen Electronics - Sm-2007,Synth,Keys,Analog,Analog,VCO,49,1,3,49,False,True,Keys,False,False,1976 - 1976,0,0.1826247789081589
199,1976,Univox,Univox - Sr-55,Drum,Desktop,Analog,Analog,Preset,4,1,0,0,False,,,False,False,1976 - 1976,0,0.3978125809573137
200,1976,Sequential Circuits,Sequential Circuits - Model 700,Misc,Desktop,Miscellaneous,Controller,Controller,0,0,0,0,False,True,,False,False,1976 - 1976,0,0.2668883890250468
201,1976,Korg,Korg - 770,Synth,Keys,Analog,Analog,VCO,1,2,0,32,False,True,Keys,False,False,1976 - 1976,0,0.2731389203127318
202,1976,Korg,Korg - Pe-1000 K-4,Synth,Keys,Analog,Analog,VCO,60,1,0,60,False,True,Keys,False,False,1976 - 1979,3,0.1826301732545725
203,1976,ARP,Arp - Sequencer,Misc,Desktop,Miscellaneous,Sequencer,Sequencer,0,0,0,0,False,,,False,False,1976 - 1976,0,0.3140895415128273
204,1976,Elgam,Elgam - Carousel,Drum,Keys,Analog,Analog,VCO,1,1,4,0,False,,Keys,False,False,1976 - 1976,0,0.2081196413752989
205,1976,Korg,Korg - Minipops 120,Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1976 - 1976,0,0.3710556393392458
206,1976,Oberheim,Oberheim - Psp,Misc,Desktop,Miscellaneous,Memory,*,0,0,0,0,False,True,,False,False,1976 - 1976,0,0.1356546624856237
207,1976,Roland,Roland - System 700,Synth,Keys,Analog,Modular,VCO,1,1,0,61,False,,701A: 5-octave 61-note keyboard,False,False,1976 - 1982,6,0.4160639436375489
208,1976,Korg,Korg - Minipops 3,Drum,Desktop,Analog,Analog,Preset,4,1,0,0,False,,,False,False,1976 - 1976,0,0.4366306920117526
209,1977,Yamaha,Yamaha - Cs60,Synth,Keys,Analog,Analog,VCO,8,1,0,61,False,True,Keys,False,False,1977 - 1977,0,0.2083162885744151
210,1977,Yamaha,Yamaha - Cs80,Synth,Keys,Analog,Analog,VCO,8,2,0,61,True,True,Keys,False,False,1977 - 1979,2,0.828642659102052
211,1977,Roland,Roland - Gr-500,Synth,Floor-unit,Analog,Analog,"VCO, preset",1,1,0,0,False,True,,False,False,1977 - 1977,0,0.6446966885661
212,1977,Wersi,Wersi - Bass Synthesizer (Ap-6),Synth,Keys,Analog,Analog,VCO Preset,1,1,0,36,False,True,Keys,False,False,1977 - 1977,0,0.2108258344319218
213,1977,PPG,Ppg - Wavecomputer 340-380,Synth,Keys,Digital,Digital,WT,16,16,0,61,False,,Keys,False,False,1977 - 1980,3,0.236575661013423
214,1977,Yamaha,Yamaha - Cs30,Synth,Keys,Analog,Analog,VCO,1,2,0,44,False,True,Keys,False,False,1977 - 1980,3,0.3693399645171342
215,1977,Octave,Octave - The Cat Srm,Synth,Keys,Analog,Analog,VCO,2,2,0,37,False,True,Keys,False,False,1977 - 1981,4,0.2738227570779339
216,1977,Yamaha,Yamaha - Ss30,Synth,Keys,Analog,Analog,VCO Preset,49,2,0,49,False,True,Keys,False,False,1977 - 1977,0,0.1873629252067136
217,1977,PPG,Ppg - Wavecomputer 360A (B),Synth,Keys,Digital,Digital,WT,8,2,0,61,False,True,Keys,False,False,1977 - 1980,3,0.2294694395726824
218,1977,Welson,Welson - Synthex,Synth,Keys,Analog,Analog,VCO Preset,37,2,1,37,False,True,Keys,False,False,1977 - 1977,0,0.2065649213486877
219,1977,Teisco,Teisco - Synthesizer 100F,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1977 - 1977,0,0.2138082252325872
220,1977,Yamaha,Yamaha - Cs30L,Synth,Keys,Analog,Analog,VCO,1,2,0,44,False,True,Keys,False,False,1977 - 1980,3,0.3318364415792246
221,1977,Steiner-Parker,Steiner-Parker - Two Voice Synthacon,Synth,Keys,Analog,Analog,VCO,2,3,0,49,False,,Keys,False,False,1977 - 1979,2,0.1521875488439631
222,1977,Yamaha,Yamaha - Cs50,Synth,Keys,Analog,Analog,VCO,4,1,0,49,False,True,Keys,False,False,1977 - 1977,0,0.2651280006493862
223,1977,Yamaha,Yamaha - Cs10,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1977 - 1977,0,0.1994821627493064
224,1977,Octave,Octave - The Kitten,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1977 - 1979,2,0.4843774588620085
225,1977,Steiner-Parker,Steiner-Parker - Microcon,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,True,,False,False,1977 - 1979,2,0.2658594581871188
226,1977,Star Industries,Star Industries - Synare 3,Drum,Desktop,Analog,Analog,VCO,1,2,1,0,False,,Pad,False,False,1977 - 1982,5,0.2430971936797711
227,1977,Hillwood,Hillwood - Hr-2,Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1977 - 1980,3,0.1628072887648616
228,1977,Crumar,Crumar - Multiman-S,Synth,Keys,Analog,Analog,VCO Preset,49,6,6,61,False,True,Keys,False,False,1977 - 1977,0,0.2305238311786745
229,1977,Oberheim,Oberheim - 8 Voice,Synth,Keys,Analog,Analog,VCO,8,8,0,49,False,,Keys,False,False,1977 - 1980,3,0.3271634170464099
230,1977,Steiner-Parker,Steiner-Parker - Minicon,Synth,Keys,Analog,Analog,VCO,1,1,0,49,False,True,Keys,False,False,1977 - 1979,2,0.0912987409400526
231,1977,PAiA,Paia - Oz,Synth,Keys,Analog,Analog,VCO,18,1,0,18,False,,Keys,False,False,1977 - 1983,6,0.1815515953837605
232,1977,Hillwood,Hillwood - Hr-30,Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1977 - 1980,3,0.2183955300166292
233,1977,Multivox,Multivox - Mx-75 Pulser,Synth,Keys,Analog,Analog,VCO Preset,2,2,0,37,False,True,Keys,False,False,1977 - 1978,1,0.3294757760091206
234,1977,ARP,Arp - Pro-Dgx,Synth,Keys,Analog,Analog,VCO Preset,1,1,0,37,False,True,Keys,False,False,1977 - 1980,3,0.4608811202138011
235,1977,Birotron,Birotron - B90,Synth,Keys,Analog,Analog,Sample (Tape),8,8,0,37,False,,Keys,False,False,1977 - 1979,2,0.1429263609341343
236,1977,Kawai,Kawai - Synthesizer 100F,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1977 - 1977,0,0.207831044950552
237,1977,Hillwood,Hillwood - Sy-1800,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,,Keys,False,False,1977 - 1980,3,0.1823262387862197
238,1977,Electronic Music Laboratories (EML),Electronic Music Laboratories (Eml) - Poly-Box,Misc,Keys,Miscellaneous,Controller,Keys,13,13,0,0,False,True,Keys,False,False,1977 - 1984,7,0.325295216864745
239,1977,CEMAMu,Cemamu - Upic,Synth,Rack,Digital,Digital,"FM, wave",128,128,0,0,False,,,False,False,1977 - 1977,0,0.0635851296734714
240,1977,ARP,Arp - Avatar,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,True,,False,False,1977 - 1978,1,0.4885763050748539
241,1977,Korg,Korg - M500 Micro-Preset,Synth,Keys,Analog,Analog,VCO Preset,1,1,0,32,False,True,Keys,False,False,1977 - 1980,3,0.2558357960230047
242,1977,Elektor,Elektor - Formant,Synth,Desktop,Analog,Analog,VCO,1,3,1,0,False,,Keys,False,False,1977 - 1978,1,0.1890790733582411
243,1977,Multivox,Multivox - Mx-30,Synth,Keys,Analog,Analog,VCO Preset,61,2,2,61,False,True,Keys,False,False,1977 - 1978,1,0.4767802060728027
244,1977,Korg,Korg - Ps-3100,Synth,Keys,Analog,Modular (Semi),VCO,48,1,0,48,False,True,Keys,False,False,1977 - 1977,0,0.6508272512758566
245,1977,Crumar,Crumar - Orchestrator,Synth,Keys,Analog,Analog,VCO Preset,49,6,6,61,False,True,Keys,False,False,1977 - 1977,0,0.2077477526764125
246,1977,Multivox,Multivox - Mx-20,Synth,Keys,Analog,Analog,VCO Preset,61,2,2,61,False,True,Keys,False,False,1977 - 1978,1,0.3653931171796301
247,1977,Korg,Korg - Ps-3300,Synth,Keys,Analog,Modular (Semi),VCO,48,1,0,48,False,,Keys,False,False,1977 - 1977,0,0.5052231619754122
248,1977,Hillwood,Hillwood - Bs-4355,Synth,Pedals,Analog,Analog,VCO,1,1,0,13,False,,Pedals,False,False,1977 - 1978,1,0.1574709829381714
249,1977,Hillwood,Hillwood - Rb-1,Synth,Keys,Analog,Analog,VCO,61,1,0,61,False,,Keys,False,False,1977 - 1980,3,0.0702872235632556
250,1977,Multivox,Multivox - Mx-65,Synth,Keys,Analog,Analog,VCO Preset,61,1,0,61,False,True,Keys,False,False,1977 - 1978,1,0.4324556746721889
251,1977,New England Digital,New England Digital - Synclavier,Synth,Desktop/Rack,Digital,Digital,FM,8,4,0,0,False,True,,False,False,1977 - 1978,1,0.3377717921693748
252,1978,Powertran,Powertran - Transcendent Dpx,Synth,Keys,Analog,Analog,VCO,61,1,1,61,False,True,Keys,False,False,1978 - 1982,4,0.2062983167695029
253,1978,PAiA,Paia - Proteus I,Synth,Keys,Analog,Analog,VCO,1,2,0,37,False,True,Keys,False,False,1978 - 1982,4,0.2125660923100212
254,1978,Multivox,Multivox - Mx-3000,Synth,Keys,Analog,Analog,VCO Preset,61,3,3,61,False,True,Keys,False,False,1978 - 1978,0,0.420891675281652
255,1978,PAiA,Paia - Drummer Boy,Drum,Desktop,Analog,Analog,VCO Preset,5,1,0,0,False,,,False,False,1978 - 1982,4,0.1855616275553446
256,1978,Hillwood,Hillwood - Rhythm Stereo,Drum,Desktop,Analog,Analog,Preset,6,1,0,0,False,,,False,False,1978 - 1982,4,0.2122744178468236
257,1978,Octave,Octave - The Cat Srm Ii,Synth,Keys,Analog,Analog,VCO,2,2,0,37,False,True,Keys,False,False,1978 - 1986,8,0.271049339602267
258,1978,Jen Electronics,Jen Electronics - Sx-2000,Synth,Keys,Analog,Analog,VCO,1,1,0,44,False,True,Keys,False,False,1978 - 1983,5,0.2686177256107341
259,1978,Korg,Korg - Ms-20,Synth,Keys,Analog,Modular (Semi),VCO,1,2,0,37,False,,Keys,False,False,1978 - 1983,5,0.8618032095224291
260,1978,Roland,Roland - Cr-68,Drum,Desktop,Analog,Analog,"VCO, preset",9,1,0,0,False,True,,False,False,1978 - 1978,0,0.488509211539036
261,1978,PAiA,Paia - The Wind,Misc,FX,Analog,Analog,Noise,0,0,0,0,False,,,False,False,1978 - 1982,4,0.2748610706106997
262,1978,Roland,Roland - Rs-505,Synth,Keys,Analog,Analog,VCO Preset,49,49,3,49,False,True,Keys,False,False,1978 - 1978,0,0.5151324528605813
263,1978,Roland,Roland - Sh-1,Synth,Keys,Analog,Analog,VCO,1,1,0,32,False,True,Keys,False,False,1978 - 1978,0,0.6127296092021629
264,1978,Oberheim,Oberheim - Ob-1,Synth,Keys,Analog,Analog,VCO,1,2,0,32,False,True,Keys,False,False,1978 - 1979,1,0.4631240858465452
265,1978,Vermona,Vermona - Piano-Strings,Synth,Keys,Analog,Analog,VCO Preset,12,2,1,61,False,True,Keys,False,False,1978 - 1978,0,0.2462761024886832
266,1978,RSF,Rsf - Kobol,Synth,Keys,Analog,Analog,VCO,1,2,0,44,False,True,Mini keys,False,False,1978 - 1978,0,0.6308471168085538
267,1978,PAiA,Paia - Wind Chimes,Misc,FX,Analog,Analog,Filter Excitation,0,0,0,0,False,,,False,False,1978 - 1982,4,0.0945970771199025
268,1978,Korg,Korg - Ms-50,Synth,Desktop,Analog,Modular (Semi),VCO,1,1,0,0,False,True,,False,False,1978 - 1978,0,0.5270519791810725
269,1978,Roland,Roland - Jupiter-4,Synth,Keys,Analog,Analog,VCO,4,1,0,49,False,True,Keys,False,False,1978 - 1979,1,0.663117351507725
270,1978,PAiA,Paia - Stringz ’N’ Thingz,Synth,Keys,Analog,Analog,VCO,37,4,2,37,False,True,Keys,False,False,1978 - 1978,0,0.1830190685636943
271,1978,Roland,Roland - Cr-800,Drum,Desktop,Analog,Analog,"VCO, preset",4,1,0,0,False,,,False,False,1978 - 1981,3,0.4015483764417454
272,1978,Yamaha,Yamaha - Cs15,Synth,Keys,Analog,Analog,VCO,2,2,0,37,False,True,Keys,False,False,1978 - 1983,5,0.2045700922210307
273,1978,Electronic Music Studios (EMS),Electronic Music Studios (Ems) - Vocoder 1000,Misc,Rack,Miscellaneous,Vocoder,Vocoder,0,1,0,0,False,True,,False,False,1978 - 1984,6,0.2690326789484644
274,1978,Roland,Roland - Cr-78,Drum,Desktop,Analog,Analog,"VCO, preset",4,1,0,0,False,True,,False,False,1978 - 1981,3,0.5020979436123719
275,1978,Yamaha,Yamaha - Cs5,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1978 - 1983,5,0.2194190896984539
276,1978,Hitachi,Hitachi - Lo-D Hms-30,Synth,Keys,Analog,Analog,VCO,2,2,0,49,False,,Keys,False,False,1978 - 1978,0,0.2133576241362083
277,1978,Moog,Moog - Multimoog,Synth,Keys,Analog,Analog,VCO,1,2,0,44,False,True,Keys,False,False,1978 - 1981,3,0.4432503032579302
278,1978,Audio Systems Electronics,Audio Systems Electronics - Mcs 70,Synth,Keys,Analog,Analog,VCO,1,3,1,49,False,True,Keys,False,False,1978 - 1978,0,0.1447931989844335
279,1978,Buchla,Buchla - Sili-Con Cello,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,False,,,False,False,1978 - 1979,1,0.149442094304639
280,1978,Powertran,Powertran - Transcendent 2000,Synth,Keys,Analog,Analog,VCO,1,1,0,37,False,True,Keys,False,False,1978 - 1978,0,0.2110778940078232
281,1978,SIAC Sound,Siac Sound - Waldeck,Synth,Desktop,Analog,Analog,VCO,1,3,0,0,False,,,False,False,1978 - 1982,4,0.1146129610499971
282,1978,Electronic Music Studios (EMS),Electronic Music Studios (Ems) - Polysynthi,Synth,Keys,Analog,Analog,VCO,4,2,0,49,False,,Keys,False,False,1978 - 1978,0,0.5068490756179101
283,1978,Electronic Dream Plant (EDP),Electronic Dream Plant (Edp) - Spider,Misc,Desktop,Miscellaneous,Sequencer,Sequencer,0,0,0,0,False,True,,False,False,1978 - 1978,0,0.6337196225022398
284,1978,Electronic Dream Plant (EDP),Electronic Dream Plant (Edp) - Wasp,Synth,Keys,Analog,Analog,DCO,1,2,0,25,False,True,Capacitive touch keys,False,False,1978 - 1981,3,0.5765006839430104
285,1978,PAiA,Paia - Surf Synthesizer,Misc,FX,Analog,Analog,Noise,0,0,0,0,False,,,False,False,1978 - 1982,4,0.1283937490875137
286,1978,Roland,Roland - Sh-2,Synth,Keys,Analog,Analog,VCO,1,2,0,37,False,True,Keys,False,False,1978 - 1979,1,0.5153225778825424
287,1978,Elka,Elka - Soloist 505,Synth,Keys,Analog,Analog,VCO,1,1,0,49,False,True,Keys,False,False,1978 - 1980,2,0.2147780875198416
288,1978,Korg,Korg - Sq-10 Analog Sequencer,Misc,Desktop,Miscellaneous,Sequencer,Sequencer,0,0,0,0,False,True,,False,False,1978 - 1978,0,0.5506258863431664
289,1978,Buchla,Buchla - Touché,Synth,Keys,Hybrid,Hybrid,DCO,8,3,0,61,False,True,Keys,False,False,1978 - 1978,0,0.1151774757523039
290,1978,Jen Electronics,Jen Electronics - Sx-1000,Synth,Keys,Analog,Analog,DCO,1,1,0,37,False,True,Keys,False,False,1978 - 1982,4,0.2458911230748202
291,1978,Korg,Korg - Vc-10,Misc,Keys,Miscellaneous,Vocoder,Vocoder,32,2,0,0,False,,Keys,False,False,1978 - 1982,4,0.4633263831107267
292,1978,Korg,Korg - Ms-10,Synth,Keys,Analog,Modular (Semi),VCO,1,1,0,32,False,,Keys,False,False,1978 - 1978,0,0.7092535549383163
293,1978,Roland,Roland - Sh-7,Synth,Keys,Analog,Analog,VCO,2,2,0,44,False,,Keys,False,False,1978 - 1981,3,0.5656795414351068
294,1978,ARP,Arp - Quadra,Synth,Keys,Analog,Analog,VCO,61,4,0,61,False,True,Keys,False,False,1978 - 1981,3,0.5775272376936272
295,1978,Korg,Korg - Ps-3200,Synth,Keys,Analog,Modular (Semi),VCO,48,2,0,48,False,True,Keys,False,False,1978 - 1978,0,0.4877748175979062
296,1978,Electronic Dream Plant (EDP),Electronic Dream Plant (Edp) - Wasp Deluxe,Synth,Keys,Analog,Analog,DCO,1,2,0,25,False,True,Capacitive touch keys,False,False,1978 - 1981,3,0.4377258796357818
297,1978,Moog,Moog - Polymoog Keyboard (280A),Synth,Keys,Analog,Analog,VCO,71,2,0,71,False,True,Keys,False,False,1978 - 1980,2,0.151597592756284
298,1978,Farfisa,Farfisa - Polychrome,Synth,Keys,Analog,Analog,VCO Preset,61,1,2,61,False,True,Keys,False,False,1978 - 1978,0,0.3740209826289744
299,1979,Roland,Roland - Spv-355,Synth,Rack,Analog,Analog,VCO,1,2,1,0,False,,,False,False,1979 - 1979,0,0.4193891452595151
300,1979,Korg,Korg - Kr-55,Drum,Desktop,Analog,Analog,VCO Preset,12,1,0,0,False,,,False,False,1979 - 1982,3,0.3476731494830059
301,1979,RSF,Rsf - Kobol Expander 2,Misc,Rack,Miscellaneous,Expander,VCO,1,2,0,0,False,True,,False,False,1979 - 1979,0,0.430062693701249
302,1979,RSF,Rsf - Kobol Programmer,Misc,Rack,Miscellaneous,Controller,Controller,0,0,0,0,False,True,,False,False,1979 - 1979,0,0.2438755153763154
303,1979,Roland,Roland - Svc-350,Misc,Rack,Miscellaneous,Vocoder,Vocoder,0,0,0,0,False,True,,False,False,1979 - 1979,0,0.5399731776588634
304,1979,RSF,Rsf - Kobol Km8,Misc,Rack,Miscellaneous,Mixer,Analog,0,0,0,0,False,True,,False,False,1979 - 1979,0,0.2716106388707888
305,1979,Siel,Siel - Orchestra,Synth,Keys,Analog,Analog,DCO,49,49,2,49,False,True,Keys,False,False,1979 - 1982,3,0.4388980623858262
306,1979,Roland,Roland - Promars,Synth,Keys,Analog,Analog,VCO,1,2,0,37,False,True,Keys,False,False,1979 - 1982,3,0.627953694043329
307,1979,Yamaha,Yamaha - Sk50D,Synth,Keys,Analog,Analog,"VCO, FM",61,3,0,61 x2,False,True,Keys,False,False,1979 - 1980,1,0.2096385058015996
308,1979,Korg,Korg - Sm-20,Drum,Desktop,Analog,Analog,Preset,15,1,0,0,False,,,False,False,1979 - 1979,0,0.3411213479440521
309,1979,Teisco,Teisco - Synthesizer 100P,Synth,Keys,Analog,Analog,VCO Preset,1,1,0,37,False,True,Keys,False,False,1979 - 1982,3,0.243919162286995
310,1979,Yamaha,Yamaha - Sk20,Synth,Keys,Analog,Analog,"VCO, FM",61,3,0,61,False,True,Keys,False,False,1979 - 1980,1,0.2205651181445607
311,1979,Yamaha,Yamaha - Cs20M,Synth,Keys,Analog,Analog,VCO,1,3,0,37,False,True,Keys,False,False,1979 - 1979,0,0.1806265518906743
